no,id_wa,tanggal_daftar,nama_wilayah_adat,provinsi,kabupaten_kota,kecamatan,peta,status,kebijakan,url_detail
244,T1RzazAwc0VTaFE,05 Des 2019,Arapongka,Sulawesi Selatan,LUWU UTARA,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/T1RzazAwc0VTaFE
245,eVJXdEt6T2pCaEU,05 Des 2019,Tore'a,Sulawesi Selatan,LUWU TIMUR,Malili,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/eVJXdEt6T2pCaEU
246,cHdHcEl6dHFkNkU,23 Apr 2012,Bulutana,Sulawesi Selatan,GOWA,Tinggi-Moncong,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/cHdHcEl6dHFkNkU
247,eVltTXI3akxseUU,09 Sep 2019,Kampung Lanso,Kalimantan Barat,LANDAK,Sangah Temila,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/eVltTXI3akxseUU
248,ZTlHUUtRZlV4azg,09 Sep 2019,Kampung Sa’ango,Kalimantan Barat,LANDAK,Sengah Temila,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/ZTlHUUtRZlV4azg
249,a3NGOHUybzVnV3c,10 Apr 2018,Sup Fyor Auwr,Papua,BIAK NUMFOR,Distrik Biak Timur dan Distrik Oridek,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/a3NGOHUybzVnV3c
250,V2xtOVZEcl83LU0,23 Okt 2018,Huta Utte Anggir Dolok Parmonangan,Sumatera Utara,SIMALUNGUN,Dolok Panriburan,Ada,Tersertifikasi,Tidak Ada,https://brwa.or.id/wa/view/V2xtOVZEcl83LU0
251,bTNfVHJFM2RSaTg,22 Apr 2012,Leu Karamuan Jaga Leket,Kalimantan Tengah,BARITO UTARA,Lahei Barat,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/bTNfVHJFM2RSaTg
252,dmMybmg3TUM2TG8,11 Okt 2018,Sadei  Tik Tebing,Bengkulu,LEBONG,Lebong Atas,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/dmMybmg3TUM2TG8
253,RUVnUEJ6ZkFJRTA,12 Okt 2018,Rejang Lubuk Kembang,Bengkulu,REJANG LEBONG,Curup Utara,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RUVnUEJ6ZkFJRTA
254,cmt3clZJb19WdjA,10 Des 2015,Pnu Banemo (Boton Banemo),Maluku Utara,HALMAHERA TENGAH,Patani Barat,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/cmt3clZJb19WdjA
255,YWhPODJCMkhNeDg,01 Jan 2018,Huta Balian,Sumatera Utara,SAMOSIR,Sianjur Mula-mula,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YWhPODJCMkhNeDg
256,eU9zVzhZXzM4Mmc,24 Sep 2018,Gelarang Colol,Nusa Tenggara Timur,MANGGARAI TIMUR,Poco Ranaka Timur,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/eU9zVzhZXzM4Mmc
257,NTRtUXpuUzI4Szg,02 Okt 2018,Simataniari (Bintang Maria-Pargamanan),Sumatera Utara,HUMBANG HASUNDUTAN,Parlilitan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/NTRtUXpuUzI4Szg
258,YkstQUprZDUxSEU,02 Okt 2018,Onan Harbangan (Nagasaribu),Sumatera Utara,TAPANULI UTARA,Siborongborong,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YkstQUprZDUxSEU
259,bGpUZWJFeHVHcVk,02 Okt 2018,Nagahulambu,Sumatera Utara,SIMALUNGUN,Dolok Panribuan,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/bGpUZWJFeHVHcVk
260,eFQyMVJIYmJwSFU,02 Okt 2018,Keturunan Ama Raja Medang Simamora,Sumatera Utara,HUMBANG HASUNDUTAN,Dolok Sanggul,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/eFQyMVJIYmJwSFU
261,cjRJNW1vQXAycHc,02 Okt 2018,Napa Nagodang Keturunan Op. Bolus Simanjuntak dan Op. Ronggur Simanjuntak,Sumatera Utara,TAPANULI UTARA,Sipahutar,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/cjRJNW1vQXAycHc
262,NGJYa1RlVXROOHM,02 Okt 2018,Masyarakat Adat Bius Hutaginjang,Sumatera Utara,TAPANULI UTARA,Muara,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/NGJYa1RlVXROOHM
263,Tlc3MnNtR2FrbFU,11 Okt 2018,Masyarakat Adat Golat Simbolon,Sumatera Utara,SAMOSIR,Ronggur Ni Huta,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Tlc3MnNtR2FrbFU
264,OFFCZnlNbC1iNUU,11 Okt 2018,Golat Naibaho,Sumatera Utara,SAMOSIR,Ronggur Ni Huta,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/OFFCZnlNbC1iNUU
265,VkdseGw5STdrNlE,05 Sep 2018,Huta Ompu Pagumban Bosi Simanjuntak,Sumatera Utara,TAPANULI UTARA,Sipahutar,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/VkdseGw5STdrNlE
266,YlpmSWREX1drUjQ,05 Sep 2018,Huta Simenak Enak,Sumatera Utara,TOBA SAMOSIR,Habinsaran,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YlpmSWREX1drUjQ
267,c2RRa1RUUmwzRzg,05 Sep 2018,Huta Ranggitgit,Sumatera Utara,TAPANULI UTARA,Parmonangan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/c2RRa1RUUmwzRzg
268,bG1aaUk5OTRnUGs,05 Jul 2018,Kampung Andulang,Sulawesi Selatan,ENREKANG,Maiwa,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/bG1aaUk5OTRnUGs
269,clFOeHZqNlRoWEU,05 Jul 2018,Kampong Angge Buntu Dea Kaju,Sulawesi Selatan,ENREKANG,Baraka,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/clFOeHZqNlRoWEU
270,aTdPeFdJVzNHOU0,05 Jul 2018,Kalupini,Sulawesi Selatan,ENREKANG,Enrekang,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/aTdPeFdJVzNHOU0
271,cEZqN2Jka2VweEk,05 Sep 2018,Huta Sihaporas,Sumatera Utara,SIMALUNGUN,Pematang Sidamanik,Ada,Tersertifikasi,Tidak Ada,https://brwa.or.id/wa/view/cEZqN2Jka2VweEk
272,c25Qd1dzRndWTEE,18 Mar 2017,Kedatuan Tatar,Nusa Tenggara Barat,SUMBAWA BARAT,Sekongkang,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/c25Qd1dzRndWTEE
273,ZVk0YkpCQnBQMGM,08 Jun 2017,luala adat akung long beluah,Kalimantan Utara,BULUNGAN,Tanjung palas barat,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZVk0YkpCQnBQMGM
274,VFVwcmNSMllEcG8,20 Apr 2012,Kampong Pasang,Sulawesi Selatan,ENREKANG,Maiwa,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/VFVwcmNSMllEcG8
275,SlA4ZHZXcGVtSkU,10 Des 2016,Orang Rimba Makekal Hulu,Jambi,TEBO,Muara Tabir dan Muarosebo Ulu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SlA4ZHZXcGVtSkU
276,NDJPc0l6aEhvbXc,26 Apr 2018,Ngata Wisolo,Sulawesi Tengah,SIGI,Dolo Selatan,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/NDJPc0l6aEhvbXc
277,dC13T2lsb1BlUlk,21 Apr 2018,Ngata Raranggonau,Sulawesi Tengah,SIGI,Biromaru,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/dC13T2lsb1BlUlk
278,Qm9HbUdkUEVUV3c,27 Jul 2013,Lowu Tumbang Hatung,Kalimantan Tengah,GUNUNG MAS,Miri Manasa,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/Qm9HbUdkUEVUV3c
279,ZHpjeWRqRDV1MEk,21 Okt 2015,Polak Teteu / Tiop,Sumatera Barat,KEPULAUAN MENTAWAI,Siberut Barat Daya,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZHpjeWRqRDV1MEk
280,V1EtcUw5dlVLMGc,21 Okt 2015,Salappak,Sumatera Barat,KEPULAUAN MENTAWAI,Siberut Selatan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/V1EtcUw5dlVLMGc
281,bFZxQTNRazNyVGM,21 Okt 2015,Polak Teteu / Tolou Loggo,Sumatera Barat,KEPULAUAN MENTAWAI,Siberut Barat Daya,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/bFZxQTNRazNyVGM
282,SFEzNzU5TklBb2c,21 Okt 2015,Polak Teteu / Puro,Sumatera Barat,KEPULAUAN MENTAWAI,Siberut Selatan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SFEzNzU5TklBb2c
283,a0oxdU84Y3pqcm8,21 Okt 2015,Muntogat Parak Batu,Sumatera Barat,KEPULAUAN MENTAWAI,Pagai selatan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/a0oxdU84Y3pqcm8
284,NWhJc21UZWRVTW8,22 Okt 2015,Polak Muttogat Suku Mentawai,Sumatera Barat,KEPULAUAN MENTAWAI,Sipora Selatan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NWhJc21UZWRVTW8
285,NUV4LThyVnhjcmM,23 Apr 2012,Kampong Pattallassang,Sulawesi Selatan,GOWA,Tomnolo Pao,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/NUV4LThyVnhjcmM
286,Q055OHVhNWhXZ1k,12 Jan 2015,Gotap,Sumatera Barat,KEPULAUAN MENTAWAI,Siberut tengah,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Q055OHVhNWhXZ1k
287,akhwLUFFR3hCMUU,18 Jan 2018,Kampong Sando Batu,Sulawesi Selatan,SIDENRENG RAPPANG,Pitu Riase,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/akhwLUFFR3hCMUU
288,NmNPUXhwNERaUFE,23 Apr 2012,Lili'na Balusu,Sulawesi Selatan,TORAJA UTARA,"Kecamatan Balusu, Kecamatan Sesean dan Kecamatan Nanggala",Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/NmNPUXhwNERaUFE
289,WmtpZDIwSm1DOG8,18 Jul 2013,Lewu Sekata,Kalimantan Tengah,GUNUNG MAS,Tewah,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/WmtpZDIwSm1DOG8
290,bE51cm81UlNfZ0k,18 Jan 2018,Lou Payang,Kalimantan Tengah,BARITO UTARA,Gunung Purei,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/bE51cm81UlNfZ0k
291,aktTRkNPczdMWmc,18 Jan 2018,Hukae Laea-Moronene,Sulawesi Tenggara,BOMBANA,Lantari Jaya,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/aktTRkNPczdMWmc
292,XzYtblpPR3lDUjg,02 Des 2015,Nua Wologai (Tanah Siga Ria Watu Rembu Rewa),Nusa Tenggara Timur,ENDE,Ende,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/XzYtblpPR3lDUjg
293,VzNBZ0FNb1ZWNXc,17 Jan 2018,Legong,Kalimantan Barat,KETAPANG,Simpang Hulu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/VzNBZ0FNb1ZWNXc
294,aTYxUHFyMGVLRW8,17 Jan 2018,Menua Iban Ungak,Kalimantan Barat,KAPUAS HULU,EMBALOH HULU,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/aTYxUHFyMGVLRW8
295,R2RmT0lRSXZnNFU,18 Mar 2017,Riu,Nusa Tenggara Barat,SUMBAWA,Batulanteh,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/R2RmT0lRSXZnNFU
296,d3puVlFlaVA5bm8,18 Mar 2017,Lar Pusu,Nusa Tenggara Barat,SUMBAWA,Batulanteh,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/d3puVlFlaVA5bm8
297,Y21ZYzhUUjZmMzg,27 Sep 2015,Serawai Lubuk Lagan,Bengkulu,SELUMA,Talo Kecil,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Y21ZYzhUUjZmMzg
298,emlNcENUTy1xOWc,15 Jan 2015,Desa Adat Osing Kemiren,Jawa Timur,BANYUWANGI,Glagah,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/emlNcENUTy1xOWc
299,czR6dFhSZHNjTmc,14 Okt 2012,Gampong Tuwi Kareung,Aceh,ACEH JAYA,Pasie Jaya,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/czR6dFhSZHNjTmc
300,bUk5TVNoNHlqWEU,14 Nop 2012,Gampong Ruyung,Aceh,ACEH BESAR,Mesjid Raya,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/bUk5TVNoNHlqWEU
301,VlBmN1IwZUxnbHM,12 Jan 2018,Dopok  Enggano,Bengkulu,BENGKULU UTARA,Enggano,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/VlBmN1IwZUxnbHM
302,ck8yOXJyLWJBNXc,12 Okt 2016,Kampu Towera,Sulawesi Tengah,PARIGI MOUTONG,Siniu,Ada,Tersertifikasi,Tidak Ada,https://brwa.or.id/wa/view/ck8yOXJyLWJBNXc
303,YkY0ZFVnVTVUSUU,11 Nop 2015,Kampong Salu Tepa,Sulawesi Selatan,LUWU,Laromong (Rante Alang),Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YkY0ZFVnVTVUSUU
304,UllyLTRmS1JWREE,28 Mar 2016,Lipu Lodang,Sulawesi Selatan,LUWU UTARA,Seko,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/UllyLTRmS1JWREE
305,aVN2eThxQmQxQUE,25 Apr 2012,Tondok (Kampung) Ada’ Kujan,Sulawesi Selatan,LUWU,Walenrang Barat,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/aVN2eThxQmQxQUE
306,Ykxkc0ZrZWxMNnM,13 Mei 2015,Tondok (Kampung) Kalean Manik,Sulawesi Selatan,LUWU,Walenrang Barat,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/Ykxkc0ZrZWxMNnM
307,TnJDZkJGXzBfOGs,23 Mar 2016,Tondok (kampung) Kariango,Sulawesi Selatan,LUWU UTARA,Seko,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TnJDZkJGXzBfOGs
308,aGxrSmpFOFNEU0U,17 Apr 2016,Tondok (kampung) Buntu Bai (Minanga),Sulawesi Selatan,LUWU UTARA,Rongkong,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/aGxrSmpFOFNEU0U
309,RnItUTFEc21FMlk,26 Apr 2016,Tondok (kampung) Kawalean,Sulawesi Selatan,LUWU UTARA,Rongkong,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RnItUTFEc21FMlk
310,NXd0bFlSTFNEcDQ,30 Jul 2015,Desa To Bada Tomehipi,Sulawesi Tengah,POSO,Lore Selatan,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/NXd0bFlSTFNEcDQ
311,ZDBTVVZTaUVQN28,27 Jul 2015,Wanua Lempe To Behoa,Sulawesi Tengah,POSO,Lore Tengah,Tidak Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/ZDBTVVZTaUVQN28
312,ZFFCTlFGTEtEVFE,27 Jul 2016,Wanua Katu To Behoa,Sulawesi Tengah,POSO,Lore Tengah,Tidak Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/ZFFCTlFGTEtEVFE
313,UjAtclhnNXdjdU0,27 Jul 2015,Wanua Hanggira To Behoa,Sulawesi Tengah,POSO,Lore Tengah,Tidak Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/UjAtclhnNXdjdU0
314,eEVvNlh1c0lkOWs,27 Jul 2015,Wanua Bariri To Behoa,Sulawesi Tengah,POSO,Lore tengah,Tidak Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/eEVvNlh1c0lkOWs
315,eXNNRDhOTjVNc1k,15 Okt 2016,To Bada Bomba,Sulawesi Tengah,POSO,Lore Selatan,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/eXNNRDhOTjVNc1k
316,ZVFVclFfblQ5dGM,31 Jul 2015,Desa To Bada Badangkaia,Sulawesi Tengah,POSO,Lore Selatan,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/ZVFVclFfblQ5dGM
317,VWltMWlLLUNrZzg,29 Jul 2015,Kampu Siniu,Sulawesi Tengah,PARIGI MOUTONG,Siniu,Ada,Tersertifikasi,Tidak Ada,https://brwa.or.id/wa/view/VWltMWlLLUNrZzg
318,VTFMUWttUUtxV3c,29 Jul 2015,Kampu Silanga,Sulawesi Tengah,PARIGI MOUTONG,Siniu,Ada,Tersertifikasi,Tidak Ada,https://brwa.or.id/wa/view/VTFMUWttUUtxV3c
319,SmJTcUVxWmtMVEU,30 Jul 2015,Lipu Sulewana,Sulawesi Tengah,POSO,Pamona Utara,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/SmJTcUVxWmtMVEU
320,U1FPMTZQZndDcFE,02 Ags 2015,Lamusa ri Tanpe Lipu Barati,Sulawesi Tengah,POSO,Pamona tenggara,Ada,Tersertifikasi,Tidak Ada,https://brwa.or.id/wa/view/U1FPMTZQZndDcFE
321,TXVfZlZiSE0wV1E,15 Okt 2015,Giyanan To Pe Lauje Lombok Barat,Sulawesi Tengah,PARIGI MOUTONG,Tinombo,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/TXVfZlZiSE0wV1E
322,MWdYMkdSUlZQNWs,13 Okt 2015,Ginayan To Pe Lauje Pebounang,Sulawesi Tengah,PARIGI MOUTONG,Palasa,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/MWdYMkdSUlZQNWs
323,bmRDb01HblFIeFE,15 Okt 2016,Wanua Lengkeka,Sulawesi Tengah,POSO,Lore Barat,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/bmRDb01HblFIeFE
324,bXZiUnZBOUhCM1U,29 Jul 2015,Tombang,Sulawesi Tengah,BANGGAI,Pagimana,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/bXZiUnZBOUhCM1U
325,Ym1oNkhzUC12X1U,08 Jul 2016,Runuang Punan Tano’ Kampung Bunau,Kalimantan Utara,BULUNGAN,Sekatak,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Ym1oNkhzUC12X1U
326,Ml90b1JmVTdkbFE,18 Mar 2017,Banua Tamao,Kalimantan Barat,KAPUAS HULU,Embaloh Hulu,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/Ml90b1JmVTdkbFE
327,UHVKZ3B0MGVxR0U,18 Mar 2017,Batu Ampar Laman Lamat,Kalimantan Tengah,LAMANDAU,Menthobi Raya,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/UHVKZ3B0MGVxR0U
328,dzJZLVpUdm1KSHc,18 Mar 2017,marga Semangus,Sumatera Selatan,MUSI RAWAS,Muara Lakitan,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/dzJZLVpUdm1KSHc
329,WFdZTVZyaWd2ZTA,02 Jun 2017,Baranusa,Nusa Tenggara Timur,ALOR,Pantar Barat,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/WFdZTVZyaWd2ZTA
330,eGw3MDl3V29Eb2c,08 Ags 2015,Ngata Marena,Sulawesi Tengah,SIGI,Kulawi,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/eGw3MDl3V29Eb2c
331,c0x4OUt0bmY0eW8,15 Okt 2016,Kampung Runde,Sulawesi Tengah,POSO,Lore Selatan,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/c0x4OUt0bmY0eW8
332,RTg0NkRHek5LWlU,15 Okt 2016,Wanua Tuare,Sulawesi Tengah,POSO,Lore Barat,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/RTg0NkRHek5LWlU
333,emJ3LThETF9oNk0,25 Apr 2017,Bakalewang Kanar,Nusa Tenggara Barat,SUMBAWA,Labuhan Badas,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/emJ3LThETF9oNk0
334,VDliNVdlWXIxd2M,16 Mar 2017,Laman Kinipan,Kalimantan Tengah,LAMANDAU,Batang Kawa,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/VDliNVdlWXIxd2M
335,clpRWmgzd2VqLVk,05 Des 2015,Ammatoa Kajang,Sulawesi Selatan,BULUKUMBA,KAJANG,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/clpRWmgzd2VqLVk
336,Qm5Ud194NGNsWk0,01 Okt 2015,Lipu Wana Posangke,Sulawesi Tengah,MOROWALI,Bungku Utara,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/Qm5Ud194NGNsWk0
337,dGJTTkJZSkgwWTg,20 Apr 2012,Bua' Tangsa,Sulawesi Selatan,ENREKANG,Baroko/Gandang Batu Sillanan,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/dGJTTkJZSkgwWTg
338,UHBwU2V3OUhkTTA,20 Apr 2012,Tondok/Kampong Marena,Sulawesi Selatan,ENREKANG,ANGGERAJA,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/UHBwU2V3OUhkTTA
339,cldxTFJ1QU8yeU0,20 Apr 2012,Bawanna Orong,Sulawesi Selatan,ENREKANG,Malua,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/cldxTFJ1QU8yeU0
340,c21mbHZ3UEN3TWc,20 Apr 2012,Bua' Pana,Sulawesi Selatan,ENREKANG,ALLA,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/c21mbHZ3UEN3TWc
341,elZzRUctMTJ0Z1k,24 Nop 2016,Lewu Tumbang Malahoi,Kalimantan Tengah,GUNUNG MAS,Rungan,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/elZzRUctMTJ0Z1k
342,WWl4bmF6M2NvYmc,11 Nop 2016,Dayak Ngaju Lewu Tehang Manuhing Raya,Kalimantan Tengah,GUNUNG MAS,Manuhing Raya,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/WWl4bmF6M2NvYmc
343,LVdyZFY2WnRZVE0,05 Nop 2016,O’Ukul Musatfak,Papua,JAYAWIJAYA,Distrik Musatfak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/LVdyZFY2WnRZVE0
344,VGZIQW1ZQV9JR0k,24 Nop 2016,Temenggung Sulur Hungei Parau Leu Muara Pari,Kalimantan Tengah,BARITO UTARA,Lahei,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/VGZIQW1ZQV9JR0k
345,UlRFbjRGQk00ajg,21 Nop 2016,Kenegerian Terusan,Riau,KAMPAR,Kampar Kiri Hulu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/UlRFbjRGQk00ajg
346,Yi1yaV83ODlBQTQ,24 Jul 2016,Kenegerian Pangkalan Serai,Riau,KAMPAR,kampar kiri hulu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Yi1yaV83ODlBQTQ
347,T2tzd1pfb0pGdHM,20 Nop 2016,Kenegerian Aur Kuning,Riau,KAMPAR,KAMPAR KIRI HULU,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/T2tzd1pfb0pGdHM
348,WkVEaFBRT1dnTnM,20 Nop 2016,Kenegerian Gajah Bertalut,Riau,KAMPAR,Kampar Kiri Hulu,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/WkVEaFBRT1dnTnM
349,T1FpLTJkUWtVMXM,28 Okt 2016,Yei I’Man’,Papua,MERAUKE,"Ulilin, Elikobel, Jagebob, Sota",Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/T1FpLTJkUWtVMXM
350,WDBCejhkREhfNnM,24 Okt 2016,Lebu Batilap,Kalimantan Tengah,BARITO SELATAN,Dusun Hilir,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/WDBCejhkREhfNnM
351,Mm50c3JId1FDWG8,24 Okt 2016,Kampung Sekombulan,Kalimantan Tengah,LAMANDAU,Delang dan Jelai Hulu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Mm50c3JId1FDWG8
352,QlV2ZzlTcU43eUE,24 Okt 2016,Kampung Kubung,Kalimantan Tengah,LAMANDAU,Delang dan Jelai Hulu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/QlV2ZzlTcU43eUE
353,YUNtRmFaZ3MyWGs,14 Nop 2012,Lusan,Kalimantan Timur,PASER,Muara Komam Kabupaten,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/YUNtRmFaZ3MyWGs
354,a1h0R280aFVvSzQ,06 Nop 2015,Kampung Datar Tapah,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/a1h0R280aFVvSzQ
355,ZE5jRTRwOG5YRVk,06 Nop 2015,"Kampung Haratai, Desa Haratai",Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZE5jRTRwOG5YRVk
356,QVJ6c3I2emkzdDQ,06 Nop 2015,Kampung Kukubal,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/QVJ6c3I2emkzdDQ
357,c0dwZ1puYWQ0RVE,06 Nop 2015,Kampung Waja,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/c0dwZ1puYWQ0RVE
358,a0k1c1NmOVFuZkk,06 Nop 2015,Kampung Salangái,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/a0k1c1NmOVFuZkk
359,OGRIdVk5aWVSUk0,06 Nop 2015,Kampung Lian Paku,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/OGRIdVk5aWVSUk0
360,V18wWkVMNllodVk,06 Nop 2015,Kampung Lian Buluh (Mangidung),Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/V18wWkVMNllodVk
361,T0Vta3pvY2VVRk0,06 Nop 2015,Kampung Kadayang,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/T0Vta3pvY2VVRk0
362,ZmFTSUVQdTRPYnM,06 Nop 2015,Kampung Janggar,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZmFTSUVQdTRPYnM
363,cWZ1XzhYeTF6VGs,06 Nop 2015,Kampung Hujung,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/cWZ1XzhYeTF6VGs
364,TTJXUkdjXzRoQjg,08 Ags 2015,Pandumaan-Sipituhuta,Sumatera Utara,HUMBANG HASUNDUTAN,Pollung,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/TTJXUkdjXzRoQjg
