no,id_wa,tanggal_daftar,nama_wilayah_adat,provinsi,kabupaten_kota,kecamatan,peta,status,kebijakan,url_detail
1,bWhXOTlNZUFjUm8,03 Jun 2025,Pau Lipu Tano Tuu,Sulawesi Tengah,BANGGAI KEPULAUAN,Liang,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/bWhXOTlNZUFjUm8
2,MlhHdkxCakoxUmM,23 Mei 2025,Lipu Linte,Sulawesi Tengah,TOJO UNA-UNA,Ulubongka,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/MlhHdkxCakoxUmM
3,LXVDVnV0SU9iMEE,14 Apr 2025,Bumi Agung Marga,Lampung,LAMPUNG UTARA,Abung Timur dan Kotabumi Utara,Tidak Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/LXVDVnV0SU9iMEE
4,b21fMWhXYV9oSnc,19 Mar 2025,Tempayung Sekayu Darat,Kalimantan Tengah,KOTAWARINGIN BARAT,Kotawaringin Lama,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/b21fMWhXYV9oSnc
5,Q19GNFVmSDhLV2M,01 Okt 2025,Bilabanggai,Sulawesi Tengah,BANGGAI KEPULAUAN,Buko Selatan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Q19GNFVmSDhLV2M
6,Q19GNFVmSDhLV2M,01 Okt 2025,Bilabanggai,Sulawesi Tengah,BANGGAI KEPULAUAN,Buko Selatan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Q19GNFVmSDhLV2M
7,UVJzM2pGU2ROeHM,24 Feb 2025,Lipu Kadupang Sampekonan,Sulawesi Tengah,BANGGAI KEPULAUAN,Peling Tengah,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/UVJzM2pGU2ROeHM
8,aTlUcmthcHZLc0U,07 Okt 2024,Depati Muaro Langkap,Jambi,KERINCI,Batang Merangin,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/aTlUcmthcHZLc0U
9,RGJ2c1FUSFRhOXM,06 Feb 2025,Tulou Bulusu Mogong Telembunan,Kalimantan Utara,BULUNGAN,Sekatak,Tidak Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RGJ2c1FUSFRhOXM
10,TFhaMm8xeHBtb1k,20 Nop 2024,Lipu Tanga Sesea,Sulawesi Tengah,BANGGAI KEPULAUAN,Bulagi Selatan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TFhaMm8xeHBtb1k
11,bUJDYjlOcENyaUk,06 Feb 2025,Lipu Kaumbol,Sulawesi Tengah,BANGGAI KEPULAUAN,Bulagi,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/bUJDYjlOcENyaUk
12,RjBZWGN1MnBuejA,23 Jan 2025,Dayak Ot Danum Sungoi Talunei Lowu Tumbang Kawei,Kalimantan Tengah,KATINGAN,Sanaman Mantikei,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/RjBZWGN1MnBuejA
13,UU5fdHFoUnBONGM,23 Jan 2025,Dayak Ot Danum Sungoi Talunei Lowu Tumbang Mangara,Kalimantan Tengah,KATINGAN,Sanaman Mantikei,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/UU5fdHFoUnBONGM
14,V3ZLMVF3cmtRUEU,07 Okt 2024,Depati Duo Nenek,Jambi,KERINCI,-,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/V3ZLMVF3cmtRUEU
15,TnY3Nkc5WFZGV3M,07 Okt 2024,Depati Atur Bumi,Jambi,KERINCI,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/TnY3Nkc5WFZGV3M
16,cG1BU2xPU3JUdTQ,07 Okt 2024,Depati Payung,Jambi,KERINCI,-,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/cG1BU2xPU3JUdTQ
17,VXZfSTg0R0JGZmM,23 Des 2024,Wewengkon Adat Sancang,Jawa Barat,GARUT,Cibalong,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/VXZfSTg0R0JGZmM
18,b2FNSVNLVTFwNTA,23 Des 2024,Depati Intan,Jambi,KERINCI,"Siulak Mukai,Gunung Kerinci,Kayu Aro,Kayu Aro Barat,Gunung Tujuh",Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/b2FNSVNLVTFwNTA
19,ekpTUmtoRG54MUU,21 Des 2024,Koto Payung Semurup Tinggi,Jambi,KERINCI,Air Hangat Barrat,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/ekpTUmtoRG54MUU
20,R1dGYkZxcW56cTQ,10 Des 2024,Dayak Siang (Siank) Lowu Cangkang,Kalimantan Tengah,MURUNG RAYA,Tanah Siang,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/R1dGYkZxcW56cTQ
21,cHd2bGZ3aFhVbjA,07 Okt 2024,Tulou Bulusu Alung Kendari,Kalimantan Utara,BULUNGAN,Sekatak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/cHd2bGZ3aFhVbjA
22,cmZkQTdOY3JQd0E,13 Okt 2024,Runuang Bulusu Jalai Kampung Bunau,Kalimantan Utara,BULUNGAN,Sekatak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/cmZkQTdOY3JQd0E
23,MEtwZmdMaFlIVEE,14 Okt 2024,Runuang Bulusu Sawui Kelincauan,Kalimantan Utara,BULUNGAN,Sekatak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/MEtwZmdMaFlIVEE
24,TUN6M28yNTE4SGc,13 Okt 2024,Runuang Bulusu Tala' Anjar Arip,Kalimantan Utara,BULUNGAN,Sekatak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TUN6M28yNTE4SGc
25,djRIb21Hdm10SW8,13 Okt 2024,Runuang Bulusu Pungit - Punan Merungou,Kalimantan Utara,BULUNGAN,Sekatak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/djRIb21Hdm10SW8
26,ZXBIdlJMLUQ4Wlk,14 Okt 2024,Tulou Bulusu Pentian,Kalimantan Utara,BULUNGAN,Sekatak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/ZXBIdlJMLUQ4Wlk
27,YWMxcWhpWEVDcUU,14 Okt 2024,Runuang Bulusu Rayo Bekiliu,Kalimantan Utara,BULUNGAN,Sekatak,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YWMxcWhpWEVDcUU
28,eVFNQ2ZsRHQxM2M,06 Sep 2024,Bulusu Rayo Kampung Kelising,Kalimantan Utara,BULUNGAN,Sekatak,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/eVFNQ2ZsRHQxM2M
29,R1JPNmZ6ZTBhTGs,27 Ags 2024,Sub Suku Nakna,Papua Barat,SORONG SELATAN,Konda,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/R1JPNmZ6ZTBhTGs
30,UHM0bUVRZTZlY2s,27 Ags 2024,Keret Sub Suku Gemna,Papua Barat,SORONG SELATAN,KONDA,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/UHM0bUVRZTZlY2s
31,OVlSNVlMSjVlcHc,27 Ags 2024,Sub Suku Yaben,Papua Barat,SORONG SELATAN,Konda,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/OVlSNVlMSjVlcHc
32,TkZSaUpnVzZiVVU,30 Jul 2024,Kampung Firiwage,Papua,BOVEN DIGOEL,Firiwage,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TkZSaUpnVzZiVVU
33,cERPM21aNkFjWHc,27 Ags 2024,Kampung Senimburu,Papua,BOVEN DIGOEL,Kombay,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/cERPM21aNkFjWHc
34,enJ0MEswdmNxZGc,30 Jul 2024,Bulusu Tala' Kampung Ambalat,Kalimantan Utara,BULUNGAN,Sekatak,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/enJ0MEswdmNxZGc
35,Qkxiak5ycnA3MWM,26 Jul 2024,"Marga Manim, Manimbu, Makambak, Kasi Suku Mpur",Papua Barat,TAMBRAUW,"Mubrani, Kasi, Kebar Timur, Kebar Selatan",Tidak Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/Qkxiak5ycnA3MWM
36,RklPdVo5LXp5UHM,24 Jun 2024,Manurara,Nusa Tenggara Timur,SUMBA TENGAH,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/RklPdVo5LXp5UHM
37,RGJVeE1YOVUyNmc,22 Mar 2024,Wilayah Adat Lundayeh Kelapis,Kalimantan Utara,MALINAU,Malinau Utara,Tidak Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RGJVeE1YOVUyNmc
38,MzhxQUVxZmJBaGs,05 Apr 2024,Menua Sebangkang,Kalimantan Barat,KAPUAS HULU,Empanang,Tidak Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/MzhxQUVxZmJBaGs
39,cVItVEJCX1lsUUk,12 Des 2023,Lundayeh Krayan,Kalimantan Utara,NUNUKAN,"Krayan, Krayan Timur, Krayan Tengah, Krayan Selatan, dan Krayan Barat",Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/cVItVEJCX1lsUUk
40,RjlCZWNSd3VuTDg,22 Sep 2023,Dayak Iban Menua Betikal Sungai Pesok,Kalimantan Barat,KAPUAS HULU,Batang Lupar,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RjlCZWNSd3VuTDg
41,aGplYVcteVRaMFk,21 Sep 2023,Dayak Iban Menua Salam,Kalimantan Barat,KAPUAS HULU,Batang Lupar,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/aGplYVcteVRaMFk
42,UmpERFlQTXdKOWM,21 Ags 2023,Karukunan Balai Adat Datu Kandangan,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/UmpERFlQTXdKOWM
43,N3dnbkFUdGgzYVk,11 Mei 2024,Ubu Boya,Nusa Tenggara Timur,SUMBA BARAT,-,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/N3dnbkFUdGgzYVk
44,NlVuWDdCd1dBd0U,08 Mei 2024,Praing Lai Taku,Nusa Tenggara Timur,SUMBA TIMUR,-,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/NlVuWDdCd1dBd0U
45,NDBRLVZzNERkWGc,08 Mei 2024,Prai Ijing,Nusa Tenggara Timur,SUMBA BARAT,-,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/NDBRLVZzNERkWGc
46,NUpDNTgyVHJuckk,08 Mei 2024,Matolang Watu Kapepi,Nusa Tenggara Timur,SUMBA TIMUR,-,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/NUpDNTgyVHJuckk
47,bWpBTm1seVliSlE,08 Mei 2024,Kahale,Nusa Tenggara Timur,SUMBA BARAT,-,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/bWpBTm1seVliSlE
48,ZFp0MU00RXhqMEU,08 Mei 2024,Balirama,Nusa Tenggara Timur,SUMBA BARAT,-,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/ZFp0MU00RXhqMEU
49,d29LaGYzbXJGb1E,08 Mei 2024,Lipu Uematopa,Sulawesi Tengah,TOJO UNA-UNA,Ulubongka,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/d29LaGYzbXJGb1E
50,aUV2em5DYXdNLVU,08 Mei 2024,Lipu Kasiala,Sulawesi Tengah,TOJO UNA-UNA,Ulubongka,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/aUV2em5DYXdNLVU
51,RmNiUVl5cTg3Wk0,08 Mei 2024,Lipu Bakalan,Sulawesi Tengah,BANGGAI KEPULAUAN,Tinangkung,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RmNiUVl5cTg3Wk0
52,dXlYaVpMdTMtT1k,08 Mei 2024,Mian Tuu-Lipu Adino,Sulawesi Tengah,BANGGAI KEPULAUAN,Bulagi Selatan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/dXlYaVpMdTMtT1k
53,NnlFUWdZZU5DOE0,08 Mei 2024,Lipu Sabang,Sulawesi Tengah,BANGGAI KEPULAUAN,Bulagi Utara,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/NnlFUWdZZU5DOE0
54,UHRaNndQTzZWbDQ,08 Mei 2024,Makale,Sulawesi Selatan,TANA TORAJA,Makale Makale Utara Makale Selatan,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/UHRaNndQTzZWbDQ
55,SExYNWoxb21UMDA,15 Mar 2024,Marga Masakoda,Papua Barat,TELUK BINTUNI,Masyeta,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/SExYNWoxb21UMDA
56,VjFSRlc1NGlHN0k,15 Feb 2024,Marind Rahuk,Papua,MERAUKE,Semangga,Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/VjFSRlc1NGlHN0k
57,UEdJd1Y5ZXUwaEk,31 Jan 2024,Karukunan Balai Adat Keturunan Datu Mayawin-Urui,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/UEdJd1Y5ZXUwaEk
58,WmRVeHI1OVd3aEk,31 Jan 2024,Karukunan Balai Adat Datung Makar,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/WmRVeHI1OVd3aEk
59,bWhPeHdaQzVmLTg,21 Ags 2023,Karukunan Balai Adat Datu Mangkuraksa Jaya,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/bWhPeHdaQzVmLTg
60,dkZVVF93RGhwblU,31 Jan 2024,Kenegrian Malako Kociak,Riau,KAMPAR,Kampar Kiri Hulu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/dkZVVF93RGhwblU
61,Y0FVeG1yM0tRdG8,19 Des 2023,Eik Beneik,Papua,JAYAPURA,Unurum Guay,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/Y0FVeG1yM0tRdG8
62,SjdleE9qWkdBRG8,06 Des 2023,Dayak Tahol Desa Seruyung,Kalimantan Utara,MALINAU,Malinau Utara,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SjdleE9qWkdBRG8
63,RndzODVybXQzalE,05 Des 2023,Dayak Tahol Desa Salap,Kalimantan Utara,MALINAU,Malinau Utara,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/RndzODVybXQzalE
64,VWtvamE2eUM0SEE,05 Des 2023,Dayak Tahol Desa Putat,Kalimantan Utara,MALINAU,Malinau Utara,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/VWtvamE2eUM0SEE
65,VE1iVFhHRVBkOE0,11 Des 2023,Pansor,Nusa Tenggara Barat,LOMBOK UTARA,Kayangan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/VE1iVFhHRVBkOE0
66,TGtGUmJ4dDJRYWc,11 Des 2023,Kuripan,Nusa Tenggara Barat,LOMBOK UTARA,Gangga,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TGtGUmJ4dDJRYWc
67,Z01OTjVnOUtSUjQ,11 Des 2023,Salut,Nusa Tenggara Barat,LOMBOK UTARA,Kayangan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/Z01OTjVnOUtSUjQ
68,NVBRN3hyQnFkUkE,11 Des 2023,Baru Satan,Nusa Tenggara Barat,LOMBOK UTARA,Gangga,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/NVBRN3hyQnFkUkE
69,aXlRS2h2LVBhWlE,11 Des 2023,Jeliman Ireng,Nusa Tenggara Barat,LOMBOK UTARA,Pemenang,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/aXlRS2h2LVBhWlE
70,TzRWZ2RaMEx0Wm8,11 Des 2023,Leong,Nusa Tenggara Barat,LOMBOK UTARA,Tanjung,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/TzRWZ2RaMEx0Wm8
71,anNnTU1lRjZ3M1E,11 Des 2023,Meleko,Nusa Tenggara Barat,LOMBOK UTARA,Tanjung,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/anNnTU1lRjZ3M1E
72,bWIzQ2pMOHItYm8,11 Des 2023,Orong Empak Panasan,Nusa Tenggara Barat,LOMBOK UTARA,Tanjung,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/bWIzQ2pMOHItYm8
73,VS1ldlp2dTlxOEk,09 Des 2023,Asmat Rumpun Unir Sirau,Papua,ASMAT,"Unir Sirau, Suru-Suru, Tmoro Brip",Tidak Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/VS1ldlp2dTlxOEk
74,SlRaRWtVY3k3dTA,07 Nop 2023,E.eh Bundru,Papua,JAYAPURA,Yapsi,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SlRaRWtVY3k3dTA
75,RFVJS0VWUTg4TWs,07 Nop 2023,E.eh. Mablira,Papua,JAYAPURA,Yapsi,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/RFVJS0VWUTg4TWs
76,MDVOUlcwVC16UHc,07 Nop 2023,E.eh Yadouw,Papua,JAYAPURA,Kaureh,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/MDVOUlcwVC16UHc
77,aHpoZkJPZjh4ODg,07 Nop 2023,Yano Nembu Berap,Papua,JAYAPURA,Nimbokrang,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/aHpoZkJPZjh4ODg
78,YXctWjFSQVpIN28,28 Feb 2023,Sitolu Ompu,Sumatera Utara,TAPANULI UTARA,Pahae Jae,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/YXctWjFSQVpIN28
79,WVRjaGlJM0cxQm8,22 Des 2022,Simardangiang,Sumatera Utara,TAPANULI UTARA,Pahae Julu,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/WVRjaGlJM0cxQm8
80,VWs1SC10WFJiVzA,20 Okt 2023,Kampong Kampala,Sulawesi Selatan,SINJAI,Sinjai Barat,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/VWs1SC10WFJiVzA
81,dkpWUWt2WU1DRDA,20 Okt 2023,Pattiro Toa,Sulawesi Selatan,SINJAI,Sinjai Barat,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/dkpWUWt2WU1DRDA
82,TlBlRFNkTFk4T0E,14 Sep 2023,Sigalagala Lobunauli,Sumatera Utara,TAPANULI UTARA,Sipahutar,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/TlBlRFNkTFk4T0E
83,NUlCbk9Da0k0dE0,14 Sep 2023,Huta Lontung,Sumatera Utara,TAPANULI UTARA,Muara,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NUlCbk9Da0k0dE0
84,WXBUM1JQRXl2a1U,21 Ags 2023,Karukunan Balai Adat Datu Majampana,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/WXBUM1JQRXl2a1U
85,SU9Ud3NWeENLWjQ,22 Sep 2023,Wilayah Adat Dayak Abay Sembuak,Kalimantan Utara,MALINAU,Malinau Utara,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SU9Ud3NWeENLWjQ
86,ZkdWaTB4UG9VQW8,03 Ags 2023,Aek Godang,Sumatera Utara,TAPANULI UTARA,Adiankoting,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZkdWaTB4UG9VQW8
87,T0gxUkJfMW1rcEE,28 Jul 2023,Wilayah Adat Besar Apau Kayan,Kalimantan Utara,MALINAU,Kayan Hulu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/T0gxUkJfMW1rcEE
88,Zy1vMDI1dDkyeU0,18 Jul 2023,Banua Apalin,Kalimantan Barat,KAPUAS HULU,PUTUSSIBAU UTARA,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/Zy1vMDI1dDkyeU0
89,UzRGc2xwNWowVWM,17 Jul 2023,Banua Nanga Nyabo,Kalimantan Barat,KAPUAS HULU,PUTUSSIBAU UTARA,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/UzRGc2xwNWowVWM
90,dkpjRWY1NXNQX3M,16 Jul 2023,Banua Nyabo,Kalimantan Barat,KAPUAS HULU,PUTUSSIBAU UTARA,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/dkpjRWY1NXNQX3M
91,S3ZMbWhwNmdBd0k,16 Jul 2023,Banua Sungulo',Kalimantan Barat,KAPUAS HULU,PUTUSSIBAU UTARA,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/S3ZMbWhwNmdBd0k
92,ZWJZbkhOYU9ITXc,12 Jul 2023,Dayak Suu'yuk Hulu,Kalimantan Barat,KAPUAS HULU,KALIS,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/ZWJZbkhOYU9ITXc
93,MmNJbTY0Ym9ZMXM,11 Jul 2023,Kensuray,Kalimantan Barat,KAPUAS HULU,KALIS,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/MmNJbTY0Ym9ZMXM
94,Qlc0Y2IzLVczZms,15 Jul 2023,Kampung Resak Balai,Kalimantan Barat,SEKADAU,BELITANG HULU,Tidak Ada,Terverifikasi,Tidak Ada,https://brwa.or.id/wa/view/Qlc0Y2IzLVczZms
95,a2dBenJ1a0pDTUE,09 Feb 2023,Kutai Talang Donok I,Bengkulu,LEBONG,Topos,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/a2dBenJ1a0pDTUE
96,Umw3V3dIWVNjV1U,22 Jun 2023,Karukunan Balai Adat Datu Mangkujaya,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/Umw3V3dIWVNjV1U
97,STFPbUlVN0tvcDA,22 Jun 2023,Karukunan Balai Adat Datu Sindupati,Kalimantan Selatan,HULU SUNGAI SELATAN,Loksado,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/STFPbUlVN0tvcDA
98,Smc2SUhYeVRSaTQ,03 Mar 2023,Bonan Dolok Debatraja,Sumatera Utara,TAPANULI UTARA,Parmonangan,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/Smc2SUhYeVRSaTQ
99,NUx1a1lLUDdsWG8,02 Mei 2023,Tana Akion Dayak Okolod Siang I Loo,Kalimantan Utara,NUNUKAN,Lumbis Hulu,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NUx1a1lLUDdsWG8
100,OXN4WGdMbGFiZWs,02 Mei 2023,Tana Fagunan Yake,Kalimantan Utara,NUNUKAN,Lumbis,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/OXN4WGdMbGFiZWs
101,cE0tamhwZ2FoME0,22 Nop 2022,Dayak Iban Menua Engkrejai Sungai Luar-Sungai Long,Kalimantan Barat,KAPUAS HULU,BATANG LUPAR,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/cE0tamhwZ2FoME0
102,S05WdENDZ29FYzA,23 Nop 2022,Menua Kedungkang,Kalimantan Barat,KAPUAS HULU,BATANG LUPAR,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/S05WdENDZ29FYzA
103,YW9BV1dqdVRWVm8,18 Apr 2023,Marga Yen,Papua Barat,TELUK BINTUNI,Masyeta,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YW9BV1dqdVRWVm8
104,QmFadEFtSmV1RnM,18 Apr 2023,Marga Yec,Papua Barat,TELUK BINTUNI,Masyeta,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/QmFadEFtSmV1RnM
105,QndDUzNBMnFmTTA,18 Apr 2023,Bung Min Wahea,Kalimantan Timur,KUTAI TIMUR,"Batu Ampar, Bengalon, Busang, Karangan, Kelay, Kombeng, Muara Wahau, Tabang, Telen dan Kayan Hilir. (10 kecamatan)",Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/QndDUzNBMnFmTTA
106,cE80NTNDOFlfbHc,18 Apr 2023,Desa Adat Kerobokan,Bali,BADUNG,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/cE80NTNDOFlfbHc
107,QjRWcm9DSWQwSW8,14 Okt 2022,Ngata Tangkulowi,Sulawesi Tengah,SIGI,Kulawi,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/QjRWcm9DSWQwSW8
108,U3JCZWhJT3BTOWM,18 Apr 2023,Banua Pulau Manak,Kalimantan Barat,KAPUAS HULU,Embaloh Hulu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/U3JCZWhJT3BTOWM
109,aGI1VjZWX2lDanM,18 Apr 2023,Mukim Lhamlom,Aceh,ACEH BESAR,-,Tidak Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/aGI1VjZWX2lDanM
110,NzVFVkk0YTNXQ0U,18 Apr 2023,Mukim Lamkabeu,Aceh,ACEH BESAR,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NzVFVkk0YTNXQ0U
111,YTl0dzY4QmVPdm8,17 Apr 2023,Nase,Sulawesi Selatan,LUWU UTARA,AJANGALE,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/YTl0dzY4QmVPdm8
112,OGE1c3FhRDBKclE,17 Apr 2023,Lakoka,Nusa Tenggara Timur,SUMBA TENGAH,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/OGE1c3FhRDBKclE
113,YWNreURqMTN1Q1E,17 Apr 2023,Mukim Lampanah,Aceh,ACEH BESAR,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/YWNreURqMTN1Q1E
114,c2JxQVIwLW4wQlU,14 Apr 2023,Basab Jonggon,Kalimantan Timur,KUTAI KARTANEGARA,Loa Kulu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/c2JxQVIwLW4wQlU
115,alYyaWFNMTlIRU0,14 Apr 2023,Kutai Lampong Jembayan,Kalimantan Timur,KUTAI KARTANEGARA,Loa Kulu,Tidak Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/alYyaWFNMTlIRU0
116,WmZnRXljazJtbmc,14 Apr 2023,Kampong Kutai Adat Lawas,Kalimantan Timur,KUTAI KARTANEGARA,Kota Bangun Darat,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/WmZnRXljazJtbmc
117,NEV4T3AwdEJWdjg,14 Apr 2023,Benua Indu Anjat,Kalimantan Timur,KUTAI KARTANEGARA,Muara Muntai,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/NEV4T3AwdEJWdjg
118,cS14aHUwVG9xT0U,23 Mar 2023,Banua Paat - Banua Nanga Sunge,Kalimantan Barat,KAPUAS HULU,EMBALOH HULU,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/cS14aHUwVG9xT0U
119,QjFWb2VlUW9kSVU,16 Mar 2023,Himba Atang Ambun Liang Bungai,Kalimantan Tengah,GUNUNG MAS,Miri Manasa,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/QjFWb2VlUW9kSVU
120,ZWpsakpJZzRENlk,01 Mar 2023,Kademangan Damang Batu,Kalimantan Tengah,GUNUNG MAS,Damang Batu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/ZWpsakpJZzRENlk
